,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
7109,7109,91533,3lwgTWlafjM1VGG8AsRl9u,The Cranberries,Pumpkin Patch Hits,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7112,7112,91534,0JX7QqX997G7fyqkZZiYfz,The Cranberries,Halloween 2022,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7115,7115,91535,1qDoWU4x0bS41eNKS9tTvy,The Cranberries,Halloween Party 2022,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7118,7118,91537,0GrK2fO1EOBrH7WPseI32X,The Cranberries,Spooky Scary Season,Zombie,1,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7121,7121,91538,2rabcDOcCXXHOZx2pOZZRu,The Cranberries,Rock & Halloween,Zombie,1,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7124,7124,91543,1jPijDsI6ckkSqdQs3Za09,The Cranberries,Halloween Spooky Party 2022,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7127,7127,91544,7HVcmt5g7XFV3TPxVXo5N2,The Cranberries,Halloween Kids Party 2022,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7130,7130,91545,6CkcFu7QpeY6lGTs3OXCww,The Cranberries,Halloween Party Canzoni per Bambini 2022,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7133,7133,91546,5nNQahs5mbb10bdHqcznWT,The Cranberries,Halloween Scary Party,Zombie,0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock,TREWZJR128F145FB3C
7136,7136,91549,7xsnFEgiTGz6Zk4oSZ7Olx,The Cranberries,Hits Pop Rock 90's,Ode To My Family,1,270786,False,0.365,0.517,7,-6.635,1,0.0243,0.0622,0.0,0.265,0.0777,93.862,4,rock,TREPKWO128F9332B48
7139,7139,91603,5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Eyes Open,Chasing Cars,80,267960,False,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4,rock,TROVCDV128F931D976
7141,7141,91604,7EZC6E7UjZe63f1jRmkWxt,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),Zombie,82,306440,False,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4,rock,TREWZJR128F145FB3C
7144,7144,91653,3z8h0TU7ReDPLIbEnYhWZb,Queen,Bohemian Rhapsody (The Original Soundtrack),Bohemian Rhapsody,75,354947,False,0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031,4,rock,TRINKPR128F1455756
7145,7145,91657,7Ewz6bJ97vUqk5HdkvguFQ,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,243360,False,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,4,rock,TRHQMMO128E0791D97
7172,7172,91751,3yUcJwYu7fXAfqMj9krY6l,Dido,No Angel,Thank You,74,218360,False,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,4,rock,TROIYKU128F42884D9
7173,7173,91759,3nqqDo8CcCLke3ZoTgiOKf,The Script,The Script,The Man Who Can't Be Moved,75,241373,False,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,4,rock,TROFGAY128F42A0C4C
7174,7174,91844,0Jy4ifTBtXaLNct9rhzy31,Tom Petty,Fishing Music,I Won't Back Down,1,175373,False,0.765,0.63,7,-9.751,1,0.0304,0.0467,3.06e-05,0.223,0.963,113.967,4,rock,TRIFNXT128F4274A8C
7183,7183,91849,6IvgjIelC9dOq3Yku8ptYQ,Lenny Kravitz,Hits Pop Rock 90's,Are You Gonna Go My Way,1,211487,False,0.611,0.826,11,-5.313,0,0.0353,0.000818,0.016,0.33,0.719,129.102,4,rock,TRSKBUE128F146A8DD
7184,7184,91882,6njmP9TqyeVi3DUioVULY2,Lenny Kravitz,90's Music Grandi Successi,Fly Away,0,221893,False,0.597,0.868,7,-5.095,1,0.0526,0.0212,0.0,0.664,0.709,160.021,4,rock,TREEZOR128F146A21E
7185,7185,91903,2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,Africa,83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock,TRAONMM128F92DF7B0
7189,7189,91924,0NrXd3e8BRWhpyy9nsDQLF,Kaiser Chiefs,Employment,Modern Way,56,243626,False,0.536,0.764,1,-5.174,0,0.0393,0.0302,1.06e-05,0.104,0.294,147.585,4,rock,TRXUYKI128F145288D
7191,7191,92154,1yWxDvpM1zZoT355bEjU8G,Neil Sedaka,All Time Greatest Hits,Oh! Carol,45,136200,False,0.58,0.622,11,-13.001,1,0.04,0.761,1.09e-05,0.362,0.825,132.685,4,rockabilly,TRGDJPG12903CE04F1
7193,7193,92163,5zvOXJrzzUlvXwyuwZ0toZ,Neil Sedaka,Rock with Sedaka (Expanded Edition),Oh! Carol,59,135466,False,0.728,0.734,11,-3.234,1,0.0318,0.63,3.56e-05,0.137,0.965,135.078,4,rockabilly,TRGDJPG12903CE04F1
7195,7195,92166,1U9n0AGpu9X69SeaMJfs8R,Brenda Lee,Emotions,If You Love Me (Really Love Me),54,160066,False,0.417,0.377,3,-8.726,1,0.0281,0.63,0.000202,0.108,0.383,97.854,3,rockabilly,TRXUTEJ128F92D3596
7196,7196,92550,2DQ5r0crvortwaNRYcninK,Elvis Presley,Elvis,Love Me,55,163786,False,0.505,0.11,5,-12.936,1,0.0317,0.952,0.0,0.125,0.167,72.115,4,rockabilly,TRZGPXE128F9306E2E
7198,7198,92560,1mPt6pPmOcVYFsVqT2N03V,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Don't Be Cruel,54,122866,False,0.68,0.675,2,-7.998,1,0.191,0.772,0.0,0.069,0.805,84.967,4,rockabilly,TRGUIHT128F933116F
7200,7200,92605,6eLL7QTdMWdhhG4i3jHDR9,Roy Orbison,Crying,Crying,59,166466,False,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,4,rockabilly,TRMWOEB128F426AB59
7202,7202,92611,3bLuiLSi7aYHTSABCQxdbb,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Jailhouse Rock,55,155333,False,0.636,0.672,10,-6.788,0,0.0637,0.314,5.03e-06,0.0688,0.895,166.905,4,rockabilly,TRCPNJP12903CCFAA9
7204,7204,92619,06JokgprGDKrtZ1eP6z2CQ,Bobby Vee,Take Good Care Of My Baby,Take Good Care Of My Baby,55,149800,False,0.487,0.441,1,-11.297,1,0.0722,0.761,0.0,0.15,0.604,82.707,4,rockabilly,TRBUICZ128F42522EE
7205,7205,92630,2OqzR7I7GF19T2qPrbmYQC,Cliff Richard & The Shadows,Radio Gold - Cliff Richard And The Shadows,Living Doll,47,156793,False,0.599,0.481,9,-7.412,1,0.0467,0.501,0.0,0.0982,0.772,62.573,4,rockabilly,TRHVEET12903CCE9EF
7207,7207,92650,5Qkixf9OjJp5a4XphaONKO,Elvis Presley,Elvis 30 #1 Hits,Surrender,44,112226,False,0.454,0.666,3,-8.193,1,0.0379,0.758,2.89e-05,0.275,0.894,82.61,4,rockabilly,TRLYWFY128F4284836
7208,7208,92651,1odzZRPb3CvbIT2xU5vFma,Frankie Avalon,25 All-Time Greatest Hits,Venus,48,143760,False,0.605,0.434,10,-12.976,1,0.0298,0.538,2.41e-05,0.0804,0.837,114.983,4,rockabilly,TRQDNDC12903CB309A
7215,7215,92657,0xLuApPQoEmMIx7VKE1QS8,Cliff Richard & The Shadows,40 Golden Greats,Bachelor Boy,35,122200,False,0.413,0.499,2,-10.709,1,0.0332,0.639,0.0,0.084,0.852,200.541,3,rockabilly,TRBFGKN128F145ADC4
7216,7216,92659,6d7Jz2np6jtNaZv1DiWfJs,Charlie Rich,Love Songs,Behind Closed Doors,55,174666,False,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,4,rockabilly,TRGKXSZ128F427177A
7217,7217,92669,1tY8PhIOqDTx1GHDEhSuxh,Connie Francis,The Collection,Lipstick On Your Collar,45,136573,False,0.526,0.931,7,-6.723,1,0.0526,0.342,9.91e-05,0.271,0.929,165.365,4,rockabilly,TRUESUP12903CE04D7
7220,7220,92700,5whvZmQ6Apf4TGpBeNcpBx,The Platters,Deluxe: Greatest Hits,Only You,48,166573,False,0.585,0.338,3,-4.916,1,0.0247,0.943,0.0,0.089,0.288,77.319,4,rockabilly,TRKNJCJ128F92DC95A
7221,7221,92702,3UUwbJd2j4RORlalTUhaDk,The Ventures,Hawaii Five-O,Hawaii Five-O,51,113893,False,0.518,0.782,9,-9.753,1,0.0631,0.265,0.654,0.0769,0.861,163.647,4,rockabilly,TRJMLGK128F425F0CC
7222,7222,92706,1vNXvCxrcKg8Mq6KHAV6ZF,Cliff Richard & The Shadows,Summer Holiday,Bachelor Boy,18,122339,False,0.363,0.232,2,-20.154,1,0.0356,0.828,0.0,0.0931,0.898,201.199,3,rockabilly,TRBFGKN128F145ADC4
7223,7223,92744,7CV0simdlDvsUY3UD8sF0g,Bobby Vee,The Very Best Of Bobby Vee,Take Good Care Of My Baby,26,149266,False,0.459,0.435,1,-12.293,1,0.0529,0.794,0.0,0.268,0.621,82.596,4,rockabilly,TRBUICZ128F42522EE
7224,7224,92782,3rV13eMQR0G93DEYhpB09B,The Swinging Blue Jeans,Hippy Hippy Shake: The Definitive Collection,The Hippy Hippy Shake,54,106066,False,0.551,0.686,4,-11.969,1,0.0536,0.348,0.0,0.33,0.982,70.959,4,rockabilly,TRCZVFO128F145D07D
7226,7226,92857,4xHXqIwdjXRYJvwT8HNByt,Cliff Richard & The Shadows,40 Golden Greats,Lucky Lips,36,163840,False,0.686,0.481,4,-12.25,1,0.045,0.793,0.0,0.216,0.902,144.862,4,rockabilly,TRTPYDF128F145ADC8
7227,7227,92881,6en4NMn5Mac3lqJKNxUdaz,Brenda Lee,"...""Let Me Sing""",The End Of The World,50,189653,False,0.327,0.223,9,-11.803,1,0.0293,0.939,0.000197,0.121,0.31,176.86,3,rockabilly,TRMXUAY128F4252EC2
7228,7228,92884,5yqVF4y7dq6AgnNCHnHZEA,Roy Orbison,Mystery Girl,California Blue,52,235906,False,0.651,0.596,2,-12.561,1,0.0271,0.67,1.27e-05,0.376,0.695,105.679,4,rockabilly,TRZOOGX128F42AD931
7229,7229,92895,1U0IIhrMkhadvXOnSZ1tUT,Buddy Holly;Gregory Porter;Royal Philharmonic Orchestra,Still Rising - The Collection,Raining In My Heart,25,170386,False,0.527,0.26,7,-12.978,1,0.0304,0.59,0.000112,0.073,0.579,105.687,4,rockabilly,TREWISU12903CB37F1
7232,7232,92896,2OARIMw1hpehr86Iwmv04c,Buddy Holly;The Crickets,Buddy Holly,Peggy Sue,59,150960,False,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,4,rockabilly,TRWFMSQ128F427D89C
7235,7235,92900,1ntGJDSakqsaw1KhptKrB5,The Platters,The Platters,My Prayer,53,167800,False,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,3,rockabilly,TRGERJG128F424A12D
7237,7237,92901,3NeGGLc03MKcd1Sl2YflI1,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Can't Help Falling In Love,51,177840,False,0.437,0.325,2,-11.066,1,0.0268,0.893,4.93e-06,0.107,0.362,101.577,3,rockabilly,TRQHJAK128F428F2D0
7238,7238,92917,42ojLX3UYsp4XhaX0sx29E,The Marcels,The Best Of The Marcels,Blue Moon,52,138360,False,0.624,0.432,7,-11.132,1,0.0344,0.656,0.0,0.0785,0.935,127.69,4,rockabilly,TRKGLHA128F932A533
7241,7241,92931,1qC8zQRrdkZCwzQ5N4ECoD,Connie Francis,Gold,Everybody's Somebody's Fool,48,157880,False,0.584,0.737,1,-4.643,1,0.0306,0.745,1.93e-05,0.208,0.753,84.322,4,rockabilly,TRZXHUT128F92D8744
7242,7242,92939,0V58TmLnChjbNycM9QfFC0,The Everly Brothers,The Fabulous Style Of The Everly Brothers,Let It Be Me,48,158560,False,0.229,0.125,7,-14.462,1,0.0335,0.841,0.0,0.178,0.261,179.181,3,rockabilly,TRSIMVH128F934F7AF
7243,7243,92957,1aECQTfv5SO42lU4fvrdJJ,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Surrender,53,112226,False,0.454,0.666,3,-8.193,1,0.0379,0.758,2.89e-05,0.275,0.894,82.61,4,rockabilly,TRLYWFY128F4284836
7244,7244,92961,1VI29k31nGdasgJ8BBpPu8,Neil Sedaka,Collections,Oh! Carol,46,135773,False,0.584,0.743,8,-7.039,0,0.0463,0.766,0.0,0.319,0.815,132.747,4,rockabilly,TRGDJPG12903CE04F1
7246,7246,92997,33aYzW5ToRjiFOzkubeJ8H,Buddy Holly;The Crickets,Buddy Holly,Rave On,57,109960,False,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,4,rockabilly,TRYTEGY12903CA0D77
7247,7247,95500,0INqAT51XyRjjH9WVMkwA5,Marc Anthony,Mended,I Need You,36,251146,False,0.536,0.72,0,-5.879,1,0.0508,0.0234,1.44e-06,0.537,0.395,90.526,4,salsa,TRCAXPM128F9304211
7248,7248,96333,6d0be2w7lvkrCPMmIlDD2R,Soweto,Eu Sou O Samba - Soweto,Antes De Dizer Adeus,41,244440,False,0.355,0.48,5,-9.413,1,0.057,0.509,0.0,0.101,0.213,157.127,4,samba,TRHOHFC128F42682BE
7249,7249,96394,01HNv4xuxwrSXFKJl3IFyW,Soweto,Refém Do Coração,Antes De Dizer Adeus,41,246400,False,0.364,0.389,5,-11.97,1,0.0616,0.574,0.0,0.106,0.313,154.782,4,samba,TRHOHFC128F42682BE
7250,7250,96524,6N6wYxdPVMnEVK8xsplS8z,Soweto,Eu Sou O Samba - Soweto,Derê,39,192426,False,0.388,0.713,0,-7.298,1,0.0833,0.657,0.0,0.221,0.652,153.35,4,samba,TRFEOWA128F42682BF
7251,7251,96663,59qRFihRa3JhM98uaZh4DR,Soweto,Nova Bis,Derê,38,193760,False,0.386,0.715,0,-7.271,1,0.0807,0.662,0.0,0.148,0.667,153.222,4,samba,TRFEOWA128F42682BF
7252,7252,96964,0PVMsVzYYzrkYXJiSgBJEk,Zeca Pagodinho,Juras De Amor,Jura,35,168000,False,0.683,0.657,0,-7.609,1,0.0704,0.648,6.35e-06,0.17,0.808,102.527,4,samba,TRDLBNC128F93140F4
7253,7253,98216,7pPVeFFO5nh2sk4dqh3fAY,Patina Miller;Matthew James Thomas;Andrew Cekala;Ashton Woerz;The Players,Pippin (New Broadway Cast Recording),Finale,29,450773,False,0.348,0.418,10,-8.86,1,0.0348,0.536,0.0,0.148,0.295,145.891,4,show-tunes,TRSWDMX12903CFC84B
7254,7254,98382,343YKyQVxUR6RDs90q4NrJ,Andrew Lloyd Webber;Emmy Rossum,The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Wishing You Were Somehow Here Again,27,221240,False,0.169,0.0613,10,-22.802,1,0.0437,0.933,3.66e-05,0.0926,0.0752,91.653,3,show-tunes,TRWOEEN128F92E2AB4
7255,7255,98388,76M8AXFxBcmXxrJIPcIDZX,25th Annual Putnam County Spelling Bee Original Cast,25th Annual Putnam County Spelling Bee (Original Broadway Cast Recording),Finale,26,61480,False,0.637,0.387,0,-6.271,1,0.0372,0.757,0.0,0.267,0.881,83.271,4,show-tunes,TRSWDMX12903CFC84B
7256,7256,98470,6R7PwZ4z1BSDZyHzzMGeg7,Stephanie J. Block;The Cher Show Ensemble,If I Could Turn Back Time,If I Could Turn Back Time,25,147216,False,0.654,0.756,11,-3.299,1,0.0443,0.266,0.0,0.106,0.581,121.887,4,show-tunes,TRKCZOK128E07843EA
7257,7257,98617,56kO5cyxiXhFYgGByOuusS,Robert Preston;Barbara Cook;The Original Broadway Cast Of The Music Man,The Music Man (Original Broadway Cast),Finale,23,137173,False,0.445,0.291,0,-15.371,1,0.0848,0.654,0.00171,0.167,0.432,136.405,4,show-tunes,TRSWDMX12903CFC84B
7258,7258,98644,4KpRgdzwFRurgM7NQfba57,Stephanie J. Block;The Cher Show Ensemble,The Cher Show (Original Broadway Cast Recording),If I Could Turn Back Time,23,147216,False,0.654,0.756,11,-3.299,1,0.0443,0.266,0.0,0.106,0.581,121.887,4,show-tunes,TRKCZOK128E07843EA
7259,7259,98919,1JGQhudrvh3Eh0ia6yIE7d,Stephen Sondheim,Sweeney Todd,Johanna,20,109626,False,0.182,0.252,5,-12.024,0,0.0357,0.74,0.0014,0.112,0.393,180.694,3,show-tunes,TRTCNJS128F1464674
7260,7260,98986,3ix2VBlJI8qYGGFMdzzPpT,Stephanie J. Block;Michael Campayno;The Cher Show Ensemble,The Cher Show (Original Broadway Cast Recording),I Found Someone,20,159012,False,0.42,0.699,2,-4.123,0,0.0331,0.147,0.0,0.0584,0.347,110.296,4,show-tunes,TRLLQXV128E07943FB
7261,7261,99326,4rH57RWRqo2PrKwYGagrB2,Sheryl Crow,Los Clásicos del Pop 90s,If It Makes You Happy,1,325373,False,0.53,0.753,7,-5.146,1,0.0286,0.0463,0.000109,0.105,0.306,95.398,4,singer-songwriter,TRSVKNR128F4235AEB
7269,7269,99330,10yCOAQyCTeG42AKEKL0sl,Sheryl Crow,Del gusto de mamá,If It Makes You Happy,0,325373,False,0.53,0.753,7,-5.146,1,0.0286,0.0463,0.000109,0.105,0.306,95.398,4,singer-songwriter,TRSVKNR128F4235AEB
7277,7277,99374,03EnOL1O9EKi9CFNmPyrCm,Bryan Adams,Anthology,Please Forgive Me,68,355640,False,0.555,0.46,9,-7.032,1,0.0277,0.497,0.0,0.103,0.146,67.027,3,singer-songwriter,TRFLCMC128E0792ECE
7281,7281,99573,2RWFncSWZEhSRRifqiDNVV,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Run To You,70,233270,False,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,4,singer-songwriter,TRWJIPT128E0791D99
7285,7285,99631,4gs07VlJST4bdxGbBsXVue,John Mayer,Battle Studies,Heartbreak Warfare,65,269720,False,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,4,singer-songwriter,TRXWAZC128F9314B3E
7289,7289,99663,2T3jgoAMbBXiMMD8pSc6QL,Amy Macdonald,This Is The Life (eDeluxe),This Is The Life,75,184413,False,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,4,singer-songwriter,TREPHGV128F423974C
7301,7301,99669,7uBxi4jHZqgWAjqLEl1KcF,Bryan Adams,Cuts Like A Knife,Straight From The Heart,64,211826,False,0.584,0.233,0,-18.404,1,0.027,0.0814,0.0,0.141,0.356,84.775,4,singer-songwriter,TRBSXPE128F1453DCE
7305,7305,99671,1sdz3nsrkX4Yo42KLPrmYV,Bryan Adams,On A Day Like Today,Cloud Number Nine,54,225573,False,0.59,0.72,2,-7.127,1,0.0263,0.0641,0.0,0.183,0.617,109.644,4,singer-songwriter,TRWAGEJ128E07930BE
7313,7313,99826,3PzsbWSQdLCKDLxn7YZfkM,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,74,155880,False,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,singer-songwriter,TRWBFCQ128F92E659C
7321,7321,99886,6Ij4PNz5azZPUB1JXERfqq,Joan Osborne,90's Music Grandi Successi,One Of Us,0,318613,False,0.223,0.557,9,-5.133,1,0.0332,0.0233,1e-06,0.149,0.335,175.926,4,singer-songwriter,TRRJPIK128E07848C9
7325,7325,99972,3wgNhWuV5gkcEkTgMBNcoA,Bryan Adams,18 Til I Die,Let's Make A Night To Remember,54,378906,False,0.469,0.621,0,-6.763,1,0.0253,0.205,0.000776,0.135,0.395,175.906,4,singer-songwriter,TRWNVAA128F42ACF9C
7333,7333,99974,0KMGxYKeUzK9wc5DZCt3HT,Chicago,Chicago X,If You Leave Me Now,74,235373,False,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,4,singer-songwriter,TRWRWED12903CB23E1
7337,7337,100018,3a5tlGqJ6g5JFdiwJrsmGh,Dexys Midnight Runners,80s Bangers Vol. 1,Come On Eileen,2,285357,False,0.45,0.769,2,-4.797,1,0.0592,0.562,0.0,0.306,0.604,107.05,4,ska,TRCHYGM128F9312EB0
7339,7339,100029,0MNhugN0y99HgwxkJRPdrA,Dexys Midnight Runners,Mirando las nubes,Come On Eileen,0,285357,False,0.45,0.769,2,-4.797,1,0.0592,0.562,0.0,0.306,0.604,107.05,4,ska,TRCHYGM128F9312EB0
7341,7341,100100,3MrWxJaD2AT0W9DjWF64Vm,Dexys Midnight Runners,Too Rye Ay,Come On Eileen,75,287306,False,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,4,ska,TRCHYGM128F9312EB0
7343,7343,100490,2bKH7hZD5AB7nKnNDwfEAk,The Boomtown Rats,On air 70's Hits,I Don't Like Mondays,1,259092,False,0.464,0.461,11,-6.878,1,0.0394,0.717,0.0,0.152,0.476,143.645,4,ska,TRSHXKL128F92DE895
7344,7344,100652,6dXzYNj8bWhHXL3hmedIa5,Biquini Cavadão,20 Grandes Sucessos De Biquini Cavadao,Vento Ventania,33,259066,False,0.826,0.646,11,-11.089,1,0.137,0.073,0.0,0.147,0.956,90.104,4,ska,TRYKOHF128F92CFC62
7345,7345,100678,2B634EUgLutRUgCGpOA8ZV,La Portuaria,La Portuaria En Vivo,Nada Es Igual,35,190466,False,0.731,0.827,0,-8.837,1,0.0472,0.169,1.4e-06,0.91,0.557,115.716,4,ska,TRKAXXG128F42751AD
7346,7346,100706,6mWqHwIZdSHT1FCFJhcdhW,La Mosca Tse-Tse,Colección Suprema,Baila Para Mi,35,208800,False,0.758,0.887,9,-5.465,1,0.0402,0.0864,0.00138,0.298,0.969,152.596,4,ska,TRKCSCW128F42521CC
7347,7347,100831,1mLxqySvEoPNIeqJABdqrf,Biquini Cavadão,Ao Vivo,Tédio,34,221893,False,0.539,0.975,11,-6.679,0,0.103,0.0192,6.24e-05,0.969,0.61,144.096,4,ska,TRLWSZP128F92CFC64
7348,7348,103354,5YT4HRfumwUivqnvB4AL90,The Jackson 5,Обратно в клас - pop,ABC,0,177386,False,0.53,0.869,8,-6.029,1,0.0588,0.318,5.45e-05,0.233,0.935,187.93,4,soul,TRKEZQA128F932DA01
7352,7352,103386,1Fe44y3C5yHuJ3g6dV4ToM,The Jackson 5,Diversión para los peques,ABC,0,177386,False,0.53,0.869,8,-6.029,1,0.0588,0.318,5.45e-05,0.233,0.935,187.93,4,soul,TRKEZQA128F932DA01
7356,7356,103501,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,80,228706,False,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,3,soul,TRNJQSW128F9333CA3
7360,7360,103505,3AoeaZs8dFemFJr3JdzOL0,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",You Are Not Alone,67,345600,False,0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-05,0.0765,0.258,119.873,4,soul,TRIGERU12903CA44FD
7362,7362,103565,7azo4rpSUh8nXgtonC6Pkq,Michael Jackson,Scream,Thriller,70,358053,False,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,4,soul,TRQUIHC128F42ADD0D
7364,7364,103602,4GCGH6TJ69neckwITeBFXK,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Earth Song,65,406040,False,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,4,soul,TRFTQWV128F92C3270
7365,7365,103712,6IwKcFdiRQZOWeYNhUiWIv,Alicia Keys,As I Am (Expanded Edition),No One,78,253813,False,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4,soul,TRKIZQR128F42289E1
7367,7367,103713,5LxvwujISqiB8vpRYv887S,The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,77,176333,False,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4,soul,TREISPC128F932E2DC
7369,7369,103942,7B4S6JlIRHwj0NEVit4qWk,Percy Sledge,"Music To Park By ""20 Great Romantic Hits""",Warm And Tender Love,0,184933,False,0.544,0.254,2,-13.058,1,0.0256,0.476,1.79e-05,0.481,0.579,83.218,4,soul,TRPIWBH128F92FD93B
7370,7370,103943,6GSgikgrDSGtFPf0HwPi2X,Percy Sledge,"Music To Park By ""20 Great Romantic Hits""",When A Man Loves A Woman,0,174400,False,0.404,0.272,1,-11.765,1,0.0286,0.264,0.0,0.0528,0.326,97.941,3,soul,TRWZOBC12903D03A6A
7378,7378,103944,3tks8NXTViU7Nv6yYAjjeV,Percy Sledge,Thanksgiving Party,When a Man Loves a Woman,0,173866,False,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,3,soul,TRWRAPS12903CD9D60
7379,7379,103990,5TAf4lnZCZTLlZHNZMLFLi,Macy Gray,On How Life Is,I Try,72,239440,False,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,4,soul,TREUMKQ128F4284500
7380,7380,104075,2iYyk5UqmbkiXzMB8zIHiz,Malú,Éxitos del Pop en Español de los Años 2000,Toda,0,202800,False,0.774,0.951,9,-2.926,0,0.0514,0.168,0.0,0.283,0.899,98.018,4,spanish,TRLICII128F427CF5B
7381,7381,104092,11aFHgHR23EwqIGQSRn5L0,Monica Naranjo,Éxitos del Pop en Español de los Años 2000,Sobreviviré,0,296293,False,0.593,0.771,11,-6.522,1,0.0338,0.0108,1.83e-05,0.157,0.417,132.101,4,spanish,TRZOEUO128F427CC36
7382,7382,104142,5fyuK2HUPl5mq6uCR3RT0j,Nino Bravo,Retro Baladas,Un Beso Y Una Flor,0,268946,False,0.308,0.787,9,-3.867,1,0.035,0.449,0.0,0.0372,0.449,83.996,4,spanish,TRSCAOW128F42150B8
7385,7385,104160,0DXI6c9tNWsI4tvUftkQN8,Estopa,Estopa,Tu Calorro,66,190626,False,0.713,0.768,0,-9.115,1,0.0662,0.229,0.0,0.447,0.962,88.012,4,spanish,TRNHMBZ128F4285604
7386,7386,104220,3HrDBrqYI7fE0DBH1FDh6Y,Alex Ubago,Aviones de cristal,Viajar contigo,33,215106,False,0.601,0.773,0,-5.812,1,0.0297,0.164,0.0,0.105,0.839,131.987,4,spanish,TRREFCZ128EF342607
